headline,label,confidence
"EAM Jaishankar, Danish Minister Bodskov discuss strengthening India-Denmark ties",non-sarcastic,1.0
American Jewish advocacy group keen to work with Modi,non-sarcastic,1.0
"The new New Delhi: Government talks begin, pressure on Rajnath Singh to join",non-sarcastic,0.95
Cold wave conditions intensify across Kashmir; swathes of Uttar Pradesh experience chilly day,non-sarcastic,1.0
AAP questions EC’s clean chit to Rahul Gandhi,non-sarcastic,1.0
Yogendra Yadav stages protest against attacks by ‘Congmen’,sarcastic,0.4
Condolences pour in for victims of Ahmedabad air crash,non-sarcastic,1.0
"AAP fails to gain ground, candidates bank on caste equations in Ferozepur",non-sarcastic,0.95
"Gujarat polls approaching, AAP revs up with major state unit restructure",non-sarcastic,1.0
Tamil Nadu has highest number of women councillors: report,non-sarcastic,1.0
"Patidar support waning, BJP eyes groups among OBCs in Gujarat too",non-sarcastic,1.0
"Our forces hit roots of terror with great precision in Operation Sindoor, says Rajnath Singh",non-sarcastic,0.95
CBI summons drivers of a senior Odisha-cadre bureaucrat in bribery case,non-sarcastic,1.0
BJP running away from demands of Hindu J&K CM: Cong,sarcastic,0.65
"‘Maa Ganga’ can distinguish between the good, bad and ugly: Cong",sarcastic,0.7
Animal welfare providers to get legal training,non-sarcastic,0.95
In close contact with all seven Indians hurt in Christmas market attack: Indian Embassy in Germany,non-sarcastic,1.0
"Jan Akrosh Diwas: Opposition parties angry as they couldn’t hide black money, says Babul Supriyo",sarcastic,0.75
"Maharashtra two-man show continues, no clarity yet on Cabinet expansion",sarcastic,0.65
"Cow urine can cure cancer, need to protect them, says BJP MP",sarcastic,0.65
Cong releases clip of Uma calling Modi vinash purush,non-sarcastic,0.95
"In UP, two prestige battles and an irate Azam Khan await SP",non-sarcastic,0.95
"After Cong, BJD fills list with relatives",sarcastic,0.4
Railways to undertake random verification of Aadhaar to check for illegal immigrants,non-sarcastic,0.95
"Roadshow with guards, 5 women, 3 curious boys",sarcastic,0.9
"In Mumbai 2014, throwback to Bombay 1956-60",sarcastic,0.5
Naveen to drop half of ministers for young faces,non-sarcastic,0.95
"Nishikant Dubey slams former CEC Quraishi, calls him ‘Muslim commissioner’",non-sarcastic,0.95
"ED searches 12 locations in ₹1,000-crore ‘real estate projects’ case",non-sarcastic,0.95
"Barak Valley leader quits Congress in Assam, says ‘no direction’, high command unaware",non-sarcastic,0.95
Snoopgate: Home Ministry will go to Cabinet to withdraw probe order,non-sarcastic,0.95
Ten things to look out for while reading the elections 2014 results,non-sarcastic,0.1
Preneet Kaur slams Narendra Modi,non-sarcastic,1.0
"‘I know 7-8 languages,’ says Rajya Sabha MP Sudha Murthy in support of three-language policy",non-sarcastic,0.95
EC moots longer polling hours,non-sarcastic,1.0
"Islamic invaders ravaged institutions, Britishers ruined social fabric: RSS joint gen secy Kumar",non-sarcastic,1.0
"Manpreet ties up with Cong, gets Bathinda, upsets allies",non-sarcastic,1.0
"Sheila Dikshit on water tanker scam: Probe politically motivated, timing questionable",non-sarcastic,1.0
Express LOL: Are these the next 6 pictures on NaMo’s Instagram account?,sarcastic,0.85
"Nitish’s ‘CM’ slip-up for Tejashwi triggers a BJP jab, RJD hug",non-sarcastic,0.9
Dubai Crown Prince's India visit paves way for stronger bilateral collaboration: PM Modi,non-sarcastic,1.0
EC sends opinion to Governor on disqualification plea against Jharkhand CM’s brother Basant Soren,non-sarcastic,1.0
Cash discovery row: Justice Varma transferred to Allahabad High Court,non-sarcastic,0.95
"REET row spirals, setting question of reckoning for Gehlot govt, Oppn BJP",non-sarcastic,0.95
"If BJP loses Bihar by mistake, crackers will be burst in Pakistan: Amit Shah",sarcastic,0.85
"Nitish pays Modi back, statistic for statistic",non-sarcastic,0.85
Modi calls Rahul ‘a namoona who has little knowledge of Gujarat’; Rahul says ‘Modi will not eat at a Dalits house’,non-sarcastic,0.95
"Supreme Court 2002 riots order: BJP says not poll issue, but ‘moral victory’ set to boost party",sarcastic,0.65
"No reason to delay for 23 months, says Congress after government announces Census schedule",sarcastic,0.4
CCPA to take call on opposition's demand for special session of Parliament: Meghwal,non-sarcastic,1.0
"A silver lining in Ballygunge for Left, hopes to regain some of lost ground in Bengal",non-sarcastic,0.95
"After public spat, Priyanka aide told to leave Amethi",non-sarcastic,0.95
"In NC’s Mehboob vs PDP’s Mehbooba, Cong votes count",non-sarcastic,0.9
"Jayalalithaa aims high, seeks to secure 40 seats in Lok Sabha polls",non-sarcastic,0.9
"Between Didi and dream, upbeat BJP, upset Muslims",non-sarcastic,0.9
"Dogged by tussle with Pilot, Gehlot marks four years at the helm, eyes another shot at power",non-sarcastic,0.95
Bengaluru court to hand over confiscated valuables of Jayalalithaa to Tamil Nadu government on February 14 and 15,non-sarcastic,1.0
"Rewind & Replay | The rise of Indira Gandhi, and the shrinking of Rajasthan CMs",non-sarcastic,0.9
"To Modi home, with Anna and Mithun",non-sarcastic,0.9
Rape FIR against Gehlot minister’s son; echoes get louder of a ‘Bhanwari repeat’,sarcastic,0.45
"India remains cornerstone of UN peacekeeping, its women peacekeepers indispensable: UN peacekeeping chief",non-sarcastic,1.0
"Situation along the Line of Control stable, ceasefire with Pakistan is intact, says Army",non-sarcastic,1.0
Centre’s vision for ‘Viksit Bharat’ focuses on providing drinking water from tap,non-sarcastic,0.9
Public representatives have become laughing stock: Dhankhar thanks Bengal CM Mamata Banerjee for abstaining from VP polls,sarcastic,0.75
All-party meeting in Punjab over water-sharing issue called by AAP begins,non-sarcastic,1.0
India slams Pakistan for seeking to blame it for attack in Waziristan,non-sarcastic,0.0
Some people trying to disturb peace in name of caste politics: PM Modi,non-sarcastic,0.95
"Bihar polls: Lalu, Nitish and Manjhi’s losses Mulayam’s gain",non-sarcastic,0.9
Narendra Modi govt has burdened people with rail fair hike: Prakash Karat,non-sarcastic,1.0
Lok Sabha election results 2014: Sikkim and North East states,non-sarcastic,1.0
Maoist leader cremated in Narayanpur amidst family’s demand to return him to his village in Andhra Pradesh,non-sarcastic,1.0
"Rijiju attacks senior member for creating confusion, not staying back to listen to reply on debate",non-sarcastic,0.95
"Ties with BJP under strain, TDP says may go it alone in Seemandhra",non-sarcastic,1.0
Mapped: Polling phase 5,non-sarcastic,1.0
"April 3 elections roundup: AAP releases party manifesto, Imran Masood out on bail",non-sarcastic,0.95
Antony criticises Narendra Modi over remarks on marines issue,non-sarcastic,1.0
"Jairam Ramesh admits Congress lost perception battle, leadership not communicative",non-sarcastic,0.95
"Rahul reminds BJP of 2004, says its campaign bubble will burst",non-sarcastic,0.95
"Spirit of mutual respect will guide India, Bangladesh to work for people's wellbeing: Yunus",non-sarcastic,1.0
"Sharad Pawar meets PM Modi, gifts him pomegranates from Maharashtra",non-sarcastic,0.95
"‘If at all Saraswati taught, it was to those 3%’: Chhagan Bhujbal’s OBC politics hits a row",sarcastic,0.6
Strongman Pawan Chamling’s return to state sets Sikkim politics on edge,non-sarcastic,0.95
"Over 1,000 ‘illegal’ Bangladeshi immigrants detained in crackdown at Ahmedabad, Surat",non-sarcastic,0.95
Delhi Assembly polls: Somnath Bharti among 22 candidates named in AAP’s 1st list,non-sarcastic,1.0
"AAP expels Prashant Bhushan, Yogendra Yadav, 2 others for ‘anti-party’ activities",non-sarcastic,1.0
Non-Bailable Warrant issued against BJP MP Sriramulu,non-sarcastic,1.0
Resigned as CM after being told only the previous night by BJP high command: Rupani,non-sarcastic,0.95
Fighter jet crash in Jamnagar: IAF orders Court of Inquiry,non-sarcastic,1.0
"TN BJP takes battle against intel chief to Raj Bhavan, seeks NIA probe in passport case",non-sarcastic,0.95
We will highlight Modi govt’s failure: HD Deve Gowda,non-sarcastic,1.0
States have money to give freebies but not to retired judges: SC,sarcastic,0.75
New Delhi LS seat won by woman candidate after 54 years,non-sarcastic,1.0
Mamata Banerjee govt saving those involved in Saradha scam: Rahul Gandhi,non-sarcastic,1.0
Arvind Kejriwal’s ‘paid media’ remark: Reactions fly thick and fast; here’s what they said,non-sarcastic,0.95
Shiv Sena says ties with BJP strong,non-sarcastic,0.95
Tripura Congress says will forge alliance and do whatever it takes to beat BJP,non-sarcastic,1.0
"EAM Jaishankar holds talks with U.S. NSA Sullivan, reviews India-U.S. ties in last four years",non-sarcastic,0.0
"Narendra Modi wary of wearing a small cap, says Salman Khurshid",sarcastic,0.5
"How Rampur, Azamgarh were won: Behind BJP chipping away of SP votes",non-sarcastic,0.95
MIM seeks release of ‘innocent’ people from jail,sarcastic,0.5
"Incremental authoritarianism at work in India, says N. Ram",non-sarcastic,0.95
Adityanath backing pro-monarchy movement in Nepal: CPN-Maoist-Centre’s Matrika Prasad Yadav,non-sarcastic,1.0
"Union Cabinet increases DA, DR for Union govt employees, pensioners",non-sarcastic,1.0
"2002 RSS resolution haunts BJP, as eyeing its base IkkJutt seeks separate Jammu state",sarcastic,0.45
Congress’s Haryana Rajya Sabha fiasco: Heat on Hooda over first test failure after free hand ,sarcastic,0.45
Telanagana CM promises corruption-free govt; to focus on socio-economic welfare of weaker sections,non-sarcastic,0.95
"Bhagwant Mann again rushes into the Chandigarh catch, even AAP leaders stay clear",sarcastic,0.65
Ghubaya assures Sukhbir of  certain victory by over lakh votes,non-sarcastic,0.9
Cyberattacks by Pakistan groups on 4 defence facilities thwarted,non-sarcastic,1.0
"Despite Rahul’s TRS vs Cong battle cry, it’s an uphill road in Telangana",sarcastic,0.4
Queues and empty booths in Srinagar of contrasts,sarcastic,0.45
"Bihar: After gifts to MLAs kicks up row, Nitish to nix the practice",non-sarcastic,0.95
Ready to be a strong Opposition: Shiv Sena,non-sarcastic,0.1
"Probe panel starts work, visits Justice Yashwant Varma’s residence",non-sarcastic,0.95
Hindu families must have 3 children: VHP,non-sarcastic,0.95
Stop misusing people like Swamy to attack democratic institutions: Congress tells PM Modi,non-sarcastic,0.95
National Security Guard defused two drones laden with explosives at Jammu airport after Operation Sindoor: NSG Director General,non-sarcastic,1.0
"Mayawati targets Akhilesh over jail visit, asks why SP chief is not meeting jailed Muslim leaders",non-sarcastic,0.95
SC declines plea seeking regulations on quality of prasadam distributed in temples,non-sarcastic,1.0
Sharad Yadav defends Arvind Kejriwal’s ‘take money’ remark,non-sarcastic,1.0
"Ahmedabad plane crash: Giant plane tears through hostel; some students missing, 60 hurt",non-sarcastic,1.0
Maharashtra polls: Assets declared by outgoing ministers vs their taxable incomes,sarcastic,0.5
"Nitish, S K Modi, locked in ‘letter war’",non-sarcastic,0.9
Gautam Gambhir campaigns for Arun Jaitley in Amritsar,non-sarcastic,1.0
Nitish Kumar solely responsible for Bihar crisis: BJP,non-sarcastic,1.0
"India story is ‘kindness towards friends, might against enemies’, says Environment Minister",sarcastic,0.5
IMD forecasts ‘above normal’ monsoon for 2025,non-sarcastic,1.0
"Rahul Gandhi to meet party secys today, will seek feedback",non-sarcastic,1.0
"Pakistan violates ceasefire for fifth straight night, resorts to unprovoked firing in J&K's Baramulla, Kupwara, Akhnoor sectors",non-sarcastic,1.0
BJP demands CM’s reply on alleged disproportionate wealth,non-sarcastic,0.95
"Newsmaker | Taj Mohiuddin, the leader whose entry could open Kashmir doors for Ghulam Nabi Azad",non-sarcastic,0.95
TN Congress chief says good riddance,non-sarcastic,0.9
More houses demolished in J&K; man killed by gunmen in Kupwara,non-sarcastic,1.0
Mamata trains guns at Pranab in his son’s constituency,non-sarcastic,1.0
"Mudra scheme helped in job creation, 52 crore loans disbursed: Modi",non-sarcastic,0.95
"Ministry of Defence signs ₹2,906 crore radar contract with BEL for the Indian Air Force",non-sarcastic,1.0
"‘Alwar ka maalik’: Jitendra Singh, Rahul aide and Sonia political panel’s youngest face",sarcastic,0.45
"Priyanka urges Centre to raise issue of atrocities on Hindus, Christians with Bangladesh",non-sarcastic,0.95
Cabinet Expansion: Shiv Sena wants state power-sharing formula before naming its MPs,non-sarcastic,1.0
PM Modi pens letter to Muhammad Yunus on Bangladesh National Day: ‘Mutual sensitivity to each other’s interests and concerns’,non-sarcastic,1.0
"The X factor in Delhi civic polls: turning of the tide in UP, Punjab",non-sarcastic,0.9
"Rahul targets both Nitish, Modi in Bihar",non-sarcastic,1.0
Two-day Congress session in Gujarat will seek to highlight the party’s ‘rich legacy’ in State,sarcastic,0.5
"Election Watch | And now from Gujarat corner: Youth Cong chief leaves, joins BJP, attacks Rahul, ‘bhakti for family’",sarcastic,0.5
Lok Sabha hails launch of polar satellite PSLV-C23,non-sarcastic,1.0
Gujarat development media story: Arvind Kejriwal,sarcastic,0.65
Rajyawardhan Singh Rathore asks youths to support PM’s demonetisation drive,non-sarcastic,1.0
ED attaches ₹557 crore assets in Amtek Auto case,non-sarcastic,1.0
"Immigration and Foreigners Bill not connected to grant of citizenship, says official",non-sarcastic,0.95
"Newsmaker | Now in charge of UP health, Deputy CM Brajesh Pathak’s new test: walking the talk",sarcastic,0.45
Does Tahawwur Rana have links with Pakistan? | Explained,non-sarcastic,1.0
Indian M&E sector grew 8.1% in 2023 to reach ₹2.32 trillion: TRAI report,non-sarcastic,1.0
"HashtagPolitics | Jobs for ‘Agniveers’: Haryana joins the queue, claims first to promise ‘guaranteed employment’",sarcastic,0.6
Chautala told to appear before Delhi HC today,non-sarcastic,1.0
"Five days before polls, Modi vanishes from BJP posters",sarcastic,0.5
"Arvind Kejriwal punched during roadshow in Delhi, AAP supporters thrash attacker",non-sarcastic,0.95
"SC sets aside T.N. ADGP's arrest, shifts probe to CB-CID",non-sarcastic,1.0
"CBI registers alleged FCRA violation case involving AAP’s Durgesh Pathak, conducts searches",non-sarcastic,1.0
BJP’s P.P. Chaudhary to lead panel on simultaneous polls,non-sarcastic,1.0
NHRC issues notice to Telangana govt over death of three workers in explosion at explosives plant,non-sarcastic,1.0
Campaign not against me but against category to which I belong: Rajya Sabha Chairman Jagdeep Dhankar,non-sarcastic,0.95
"The consequences of war will be disastrous, says Farooq Abdullah",non-sarcastic,1.0
"Sonia Gandhi, Manmohan Singh on street, Rahul Gandhi says this will get bigger",non-sarcastic,0.95
Axed Cong leader exits Vidisha race,non-sarcastic,1.0
"Maharashtra: NCP, Cong tussle for opposition leader’s post seems certain",non-sarcastic,0.95
"Pakistan only a cradle of terrorism, has nothing good to offer: PM Modi",non-sarcastic,0.95
Pilot rest and duty norms: Delhi HC disposes of matter after DGCA undertaking on July 1 timeline,non-sarcastic,1.0
"Shiv Sena, TDP hint at getting ministerial berths",non-sarcastic,1.0
"For once, a contest in Darjeeling",sarcastic,0.65
"AAP mocks Tewari’s health on FB, draws Congress ire",non-sarcastic,1.0
"China could come inside this country because Make in India failed, says Rahul Gandhi",non-sarcastic,1.0
"Sharad Pawar moves Supreme Court against Ajit Pawar, says his nephew created confusion in the minds of voters",non-sarcastic,1.0
Sharad Pawar not averse to ‘coming together’ with Congress again,non-sarcastic,0.95
Kirron Kher wins Chandigarh,non-sarcastic,1.0
Sonia to go door-to-door in Rae Bareli,non-sarcastic,1.0
Union minister Pralhad Joshi reaches Chandigarh for meeting with farmer leaders,non-sarcastic,1.0
"Firecracker ban hurts sentiments, Indian ones don’t cause pollution: Swadeshi Jagaran Manch",sarcastic,0.7
Madhya Pradesh: Congress leader expelled for targeting Rahul and Sonia Gandhi,non-sarcastic,1.0
‘There is nobody to listen to Cong workers. It’s a problem faced by party across the country’: Ahmed Patel’s daughter,non-sarcastic,0.95
"Watch videos: 8 spoofs that mock Narendra Modi, Rahul Gandhi and Arvind Kejriwal",non-sarcastic,0.95
Nitish Kumar calls cabinet meeting a day before poll results,non-sarcastic,0.95
"Hardline Lanka Buddhists to launch party, say inspired by BJP, RSS",non-sarcastic,0.95
Modi government kicks off Secretary-level appointments,non-sarcastic,0.95
"India going for ‘adaptive defence’, says Rajnath Singh",non-sarcastic,1.0
"Make Bengal ‘Trinamool-Free’, says state BJP",non-sarcastic,1.0
Polling booths in Maoist area proposed to be shifted,non-sarcastic,1.0
‘Congress was expected to do better’: Tribal discontent simmers in Chhattisgarh,non-sarcastic,0.95
"In Sena rebel Eknath Shinde village in Satara: School, hospital absent; two helipads present",sarcastic,0.85
Over 10.58 lakh votes were not counted or rejected in the Lok Sabha election: Election Commission data,non-sarcastic,0.95
"Trinamool relents, but seethes, as Babul Supriyo is sworn in by Deputy Speaker",non-sarcastic,0.95
Sangh Parivar affiliate slams Modi in presence of CM Shivraj Singh Chouhan,non-sarcastic,0.95
Lok Sabha election results 2014: Andhra Pradesh,non-sarcastic,1.0
Cong criticism on LoP issue unfair: Venkaiah Naidu,non-sarcastic,0.95
Maharashtra AAP head Subhash Ware quits party’s National Executive,non-sarcastic,1.0
Looking back at 2024: Protests that swept the nation in 2024,non-sarcastic,1.0
"Goa Congress crisis: Digambar Kamat, ‘retired hurt’ veteran takes another swing at party",sarcastic,0.75
2025 Padma Awards | Seven get Padma Vibhushan; 19 honoured with Padma Bhushan,non-sarcastic,1.0
BJP forms ‘core team’ for preparing ground-level strategy in Bihar polls,non-sarcastic,1.0
Former Haryana Chief Minister Om Prakash Chautala cremated with state honours,non-sarcastic,0.95
"Arif Masood, Congress’s ‘high-voltage vidhayak’ who is taking on his party again",non-sarcastic,0.9
Chandy raises issue of protecting Western Ghats,non-sarcastic,1.0
"May 8 Elections round up: BJP launches all-out war on EC, Modi takes out roadshow in Varanasi despite prohibitory orders",sarcastic,0.4
"Sharad Pawar as a Presidential candidate? Amid Oppn chorus, the unenthused stalwart",sarcastic,0.45
Pharma units get 12-month extension to implement revised Schedule M of Drugs and Cosmetics Act,non-sarcastic,1.0
Parliamentary panel expresses concern over ‘chronic’ fund underutilisation by Tourism Ministry,non-sarcastic,0.95
"Bajwa offers olive branch, Amarinder declines",non-sarcastic,0.95
AAP leader Ashish Khetan apologises for comparing manifesto with Guru Granth Sahib,non-sarcastic,0.95
India’s steadfast unity in itself is a challenge to Pakistan: Foreign Secretary Vikram Misri,non-sarcastic,0.95
The Jharkhand four: Scanning finances of three Cong MLAs arrested & colleague who complained,non-sarcastic,0.95
"INS Tamal, India’s last imported warship, to be commissioned on July 1",non-sarcastic,1.0
"Shah calls on RSS chief, discusses Maharashtra polls",non-sarcastic,1.0
WhatsApp takes candidate to voter’s screen,non-sarcastic,0.95
"Prospects dim, Congress finding it hard to  get many of its MPs to run for Lok Sabha",non-sarcastic,0.95
"22 Maoists arrested, explosives seized in Chhattisgarh",non-sarcastic,1.0
Modi effect: Pravasi Bharatiya Divas shifted from Delhi to Gandhinagar,sarcastic,0.5
Parliament should have an annual calendar: Derek O’Brien,non-sarcastic,1.0
"Bihar polls: From RSS shakha to jan sampark, ‘invisible’ ways to promote BJP",sarcastic,0.4
"To propose Narendra Modi for Varanasi, BJP fails to get Bismillah Khan family",sarcastic,0.4
"Congress targets Modi government over household indebtedness, says it ‘failed to acknowledge the crisis’",non-sarcastic,1.0
‘What will Modi do for me?’,sarcastic,0.45
Modi’s dream to become PM will never be fulfilled: Lalu Prasad Yadav,non-sarcastic,0.9
"No Maya nod, but 2 BSP MLAs support TRS in Telangana",non-sarcastic,1.0
Cashless treatment up to ₹1 lakh for accident victims in Maharashtra,non-sarcastic,1.0
Big mystery why government not resisting Parliament adjournments; it has much to feel defensive: Jairam Ramesh,sarcastic,0.55
Bhutan King arrives in Maha Kumbh; takes dip at sangam,non-sarcastic,1.0
"Amid call for leadership change in INDIA bloc, several Congress leaders want party to fight State polls alone",non-sarcastic,0.95
President’s rule in Delhi to be revoked on Saturday,non-sarcastic,1.0
"SC warns contempt against States, UTs which do not act against misleading medical ads",non-sarcastic,1.0
"After Manjhi anti-climax, Nitish begins second act: ‘With folded hands, sorry’",sarcastic,0.65
Brother vs brother in PM’s family,non-sarcastic,0.95
Indian national stabbed to death in Canada; one suspect taken in custody,non-sarcastic,1.0
Bangladesh Border Guard delegation arrives in India for talks with BSF,non-sarcastic,1.0
"Modi govt cannot wash its hands of Dadri lynching, says Sachin Pilot",non-sarcastic,1.0
Centre bans two J&K outfits for 5 years,non-sarcastic,1.0
The importance of the Deputy Speaker,non-sarcastic,0.9
"On trial MVA govt as BJP, Centre take it on in courts",non-sarcastic,0.95
… And a pledge not to,sarcastic,0.65
‘Govt will not interfere with freedom of the press’: Prakash Javadekar,sarcastic,0.55
"Air India crash: Sole survivor discharged, performs brother’s last rites",non-sarcastic,1.0
SC refuses to interfere with HC order to register FIRs on statements to Hema panel,non-sarcastic,1.0
Parliamentary panel on Waqf Bill meets in Lucknow,non-sarcastic,1.0
"Morning Digest: U.S. SEC seeks help from Law Ministry to serve complaint to Gautam Adani, nephew Sagar in Adani bribery case; Gyanesh Kumar to take over as CEC on February 19, and more",non-sarcastic,1.0
"India reminds Turkiye, China of ‘mutual sensitivities’",non-sarcastic,1.0
Is consumption enough to drive growth?,non-sarcastic,0.95
Rahul not responsible for Cong defeat in LS polls: Antony,sarcastic,0.4
"Parliament, Executive must not interfere in judiciary, says CJI",non-sarcastic,0.95
"For Cabinet aspirants in Himachal, wait gets longer",non-sarcastic,0.95
Five BJP MPs from Maharashtra may feature in Narendra Modi’s Cabinet,non-sarcastic,1.0
"Three seats lost, Jayalalithaa sacks four",sarcastic,0.65
Congress rebel Vasan unveils flag of his new party in Chennai,non-sarcastic,1.0
Mathura Shahi Idgah row: SC defers hearing on mosque panel's plea to March,non-sarcastic,1.0
"Karnataka polls: State BJP chief recuses himself from party events, speculation rife of a replacement",non-sarcastic,0.95
EaseMyTrip raises security concern for Armed forces booking tickets through platform with alleged Chinese ownership,non-sarcastic,0.95
"Bihar CM Jitan Ram Manjhi revolts, Nitish Kumar set to return",non-sarcastic,1.0
What are the challenges faced by the civil services? | Explained,non-sarcastic,1.0
"HashtagPolitics | BJP launches ‘Desh ki Badli Soch’ campaign to laud Modi, target Congress",non-sarcastic,1.0
"Legacy battle: To take back Thane, Uddhav Thackeray pits Anand Dighe’s nephew against Shinde",non-sarcastic,0.95
"Opposition parties must speak up for Modi critics, says Indian-American politician Kshama Sawant",non-sarcastic,1.0
"BSP’s Etawah candidate held, faces attempt to murder charge",non-sarcastic,1.0
"Dr. Samir V. Kamat gets second one-year extension as Secretary Defence R&D, Chairman DRDO",non-sarcastic,1.0
"J-K Governor calls PDP, state BJP presidents for separate meetings on Friday",non-sarcastic,1.0
Pakistan expels Indian High Commission staffer,non-sarcastic,1.0
"Morning Digest: Delhi election results today to reveal who will govern national capital; Cabinet clears new income tax bill, and more",non-sarcastic,1.0
"Presidential polls: Mamata steers Oppn talks, with a nudge from Pawar",non-sarcastic,0.95
"All quiet at Badal Mansion and  Manpreet’s residence, both confident of their victory",sarcastic,0.45
India does not endorse Hasina’s statements: Vikram Misri,non-sarcastic,1.0
"Tech systems for inspecting tracks to improve inspection frequency in Railways, says Vaishnaw",non-sarcastic,1.0
Open to staying away from Rajya Sabha: Navjot Singh Sidhu,non-sarcastic,0.9
Number of domestic migrants estimated to have lowered by 12% since 2011: EAC-PM,non-sarcastic,1.0
"ED says sanction in Excise Policy case enough for cognisance of money laundering case, court rejects Kejriwal’s plea",non-sarcastic,1.0
Border Security Force recovers heroin worth more than ₹6 crore from India-Bangladesh border in West Bengal,non-sarcastic,1.0
President nod to Apprentices Bill pushes Raje’s skill boost plan,non-sarcastic,1.0
"Bypoll victories were semifinals for 2027 Assembly polls in Punjab, Gujarat: Arvind Kejriwal",sarcastic,0.4
Modi govt. made desperate U-turns on caste census: Congress,non-sarcastic,0.9
Amit Shah sounds NDA’s poll bugle in Bihar with Parivartan Rath,non-sarcastic,1.0
"Paswan meets kin of Badaun gangrape victims, slams Akhilesh for not visiting them",non-sarcastic,0.95
Bedi returns security cover,non-sarcastic,0.95
CPI-M asks party leaders to stay away from personal attacks,non-sarcastic,0.95
Manjhi Cabinet calls special session on May 23 for trust vote,non-sarcastic,1.0
Parliamentary panel to launch website to invite suggestions on simultaneous polls,non-sarcastic,1.0
"Less time, fund crunch hit AAP hard: Leaders",non-sarcastic,1.0
Air India crash: relatives struggle to break news of Anju’s death to elderly parents,non-sarcastic,1.0
"Trump, Putin, Meloni and other world leaders condemn Pahalgam terror attack",non-sarcastic,0.95
RSS tribal wing hails government for protecting tribal land in Waqf Bill,non-sarcastic,0.95
'Cash discovery' from judge's residence: Allahabad HC lawyers suspend strike till inquiry report comes,non-sarcastic,0.95
"Drug use is really not ‘cool’, don’t be swayed by popular culture: SC tells youth",non-sarcastic,0.95
Haryana police yet to respond to notice over professor’s arrest: NHRC,non-sarcastic,1.0
I Hereby Declare: Ellisbridge candidate Amit Shah’s wealth and assets,non-sarcastic,0.95
"#Politics: Rivals have a field day in Rajasthan, over ‘Congress in-house Operation Lotus’",sarcastic,0.75
Kerala Governor Sheila Dikshit condoles Munde’s death,non-sarcastic,1.0
My tribal vs your tribal: Chhattisgarh Congress tries to find way around the Murmu conundrum,sarcastic,0.65
"Congress president polls: Ashok Gehlot in Delhi, fog clears on his name, thickens around ‘replacement’ Rajasthan CM",sarcastic,0.55
Decks cleared in Rajasthan for political appointments to legion of state bodies,non-sarcastic,0.95
"Pahalgam terror attack: Terrorists asked name and religion of male tourists, shot them, says survivor",non-sarcastic,1.0
"1 MLA in kitty, 2 yr to polls, can INLD survive another jail stint for Chautala Sr?",non-sarcastic,0.9
It’s secular vs communal forces: Anand Sharma on Lok Sabha polls,non-sarcastic,1.0
Isudan Gadhvi Interview: ‘We are not the Congress. We’ve forced Narendra Modi to enter schools. We set the narrative in Gujarat now’,sarcastic,0.65
"On 11th anniversary, Modi government pitches its work at ‘Amrit generation’ of youth",non-sarcastic,0.9
Shivpal Round 3: Now floats a ‘Renaissance Mission’ for Yadav outreach,sarcastic,0.6
"BJP spent over Rs 714 crore, Congress Rs 516 crore in 2014 elections",non-sarcastic,1.0
Chief Proctor of college in Hathras arrested for 'sexually exploiting' college students,non-sarcastic,1.0
"In a first, Foreign Secretary Vikram Misri meets Taliban’s ‘Foreign Minister’ in Dubai",sarcastic,0.65
Judiciary should not override executive’s decision to deport a foreign national: Home Ministry,non-sarcastic,0.95
MNS chief Raj Thackeray to make his electoral debut in Maharashtra Assembly polls,non-sarcastic,1.0
ED seizes ₹170 crore worth bank deposits in probe against ‘fraud’ forex trading platform,non-sarcastic,1.0
"If Modi loses in Varanasi, no one will make him PM: Arvind Kejriwal",non-sarcastic,0.9
"Batting for the BJP in Thiruvananthapuram Central: Tough test, but Sreesanth sees many ‘swinging towards BJP’",sarcastic,0.45
Renowned artist Himmat Shah dies of heart attack at 92,non-sarcastic,1.0
"Pope Francis's visit to India likely after Jubilee year 2025, says Union Minister George Kurian",non-sarcastic,1.0
‘Modi-Sharif meeting can be facilitated at SAARC summit’,non-sarcastic,1.0
"Sachin Tendulkar, Rekha come under fire for absence in Rajya Sabha",non-sarcastic,1.0
Assam CM reminds Dhaka of two Bangladesh ‘chicken necks’,sarcastic,0.5
RSS’s economic wing calls for sanctions against Turkiye over its ‘unholy alliance’ with Pakistan,non-sarcastic,0.95
Padma awardee Justice Khehar’s decisions often contradicted government views,non-sarcastic,0.95
"Operation Sindoor: Qatar, Spain and other global powers call for de-escalation",sarcastic,0.85
"Baghel, Gehlot present in Congress meet, Prashant Kishor stresses on messaging to revive party",non-sarcastic,1.0
Land Act: Amit Shah’s team under ‘friendly fire’,sarcastic,0.65
"Saradha scam: ED probe unearths ‘benami’ land, liquor bar worth Rs 60 crore",non-sarcastic,0.95
Child’s right to know paternity through DNA test must be balanced with right to privacy of ‘potential’ father: SC,non-sarcastic,1.0
"Cong, SP, BSP indulging in stage-managed WWF: Modi",sarcastic,0.85
"PM Modi birthday celebrations: cheetahs, policy, praise, and criticism",non-sarcastic,0.95
Himachal BJP chief Suresh Kashyap interview: ‘Leadership has conveyed we will fight polls under Jai Ram Thakur… It will be beneficial for us’,non-sarcastic,1.0
"Full text: Come clean on the agenda of your govt, Supriya Sule tells Modi sarkar",non-sarcastic,1.0
